variable,variable_type,responses,question_standardized,response_standardized,country,format,response_standarized,question_full
grow,Categorical,9,grow_normal_before_illness,na,kenya,who2007_2,NA,Was the child growing normally before the illness?
vesfontb,Categorical,1,bulging_fontanelle,yes,kenya,who2007_2,NA,"During the illness that led to death, did the baby have a bulging or raised fontanelle?"
vesfontb,Categorical,2,bulging_fontanelle,no,kenya,who2007_2,NA,"During the illness that led to death, did the baby have a bulging or raised fontanelle?"
vesfontb,Categorical,9,bulging_fontanelle,dk,kenya,who2007_2,NA,"During the illness that led to death, did the baby have a bulging or raised fontanelle?"
fontbd,Non-categorical,Non-categorical variable,days_bulging_fontanelle,NA,kenya,who2007_2,NA,Days child had a bulging fontanelle
fontbdy,Non-categorical,Non-categorical variable,days_bulging_fontanelle,NA,kenya,who2007_2,NA,Days child had a bulging fontanelle
motherdiab,Categorical,1,mother_diabetes,yes,kenya,who2007_2,NA,Did the baby's mother have diabetes mellitus?
motherdiab,Categorical,2,mother_diabetes,no,kenya,who2007_2,NA,Did the baby's mother have diabetes mellitus?
motherdiab,Categorical,9,mother_diabetes,dk,kenya,who2007_2,NA,Did the baby's mother have diabetes mellitus?
mothertb,Categorical,1,mother_tb,yes,kenya,who2007_2,NA,Mother diagnosed with TB during last year?
mothertb,Categorical,2,mother_tb,no,kenya,who2007_2,NA,Mother diagnosed with TB during last year?
mothertb,Categorical,9,mother_tb,dk,kenya,who2007_2,NA,Mother diagnosed with TB during last year?
motherhiv,Categorical,1,mother_hiv,yes,kenya,who2007_2,NA,Did the child's mother suffer from any of the following conditions? HIV/AIDS
motherhiv,Categorical,2,mother_hiv,no,kenya,who2007_2,NA,Did the child's mother suffer from any of the following conditions? HIV/AIDS
motherhiv,Categorical,9,mother_hiv,dk,kenya,who2007_2,NA,Did the child's mother suffer from any of the following conditions? HIV/AIDS
none,Categorical,9,mother_no_conditions,none,kenya,who2007_2,NA,Did the child's mother suffer from any of the following conditions? None
mottb,Categorical,1,mother_tb_during_pregnancy,yes,kenya,who2007_2,NA,Was the mother of the child diagnosed with TB during the last pregnancy?
mottb,Categorical,2,mother_tb_during_pregnancy,no,kenya,who2007_2,NA,Was the mother of the child diagnosed with TB during the last pregnancy?
mottb,Categorical,8,mother_tb_during_pregnancy,dk,kenya,who2007_2,NA,Was the mother of the child diagnosed with TB during the last pregnancy?
mottb,Categorical,9,mother_tb_during_pregnancy,na,kenya,who2007_2,NA,Was the mother of the child diagnosed with TB during the last pregnancy?
childarv,Categorical,1,child_arv,yes,kenya,who2007_2,NA,"If mother had HIV, did the child receive ARV within 3 days of birth?"
childarv,Categorical,2,child_arv,no,kenya,who2007_2,NA,"If mother had HIV, did the child receive ARV within 3 days of birth?"
childarv,Categorical,8,child_arv,dk,kenya,who2007_2,NA,"If mother had HIV, did the child receive ARV within 3 days of birth?"
childarv,Categorical,9,child_arv,na,kenya,who2007_2,NA,"If mother had HIV, did the child receive ARV within 3 days of birth?"
vepregc,Categorical,1,mother_antenatal_care,yes,kenya,who2007_2,NA,Did the mother have any antenatal care during her pregnancy?
vepregc,Categorical,2,mother_antenatal_care,no,kenya,who2007_2,NA,Did the mother have any antenatal care during her pregnancy?
vepregc,Categorical,9,mother_antenatal_care,dk,kenya,who2007_2,NA,Did the mother have any antenatal care during her pregnancy?
vepregfs,Categorical,1,mother_sp_fansidar,yes,kenya,who2007_2,NA,Did the mother receive SP or fansidar for malaria prevention during the antenatal visits?
vepregfs,Categorical,2,mother_sp_fansidar,no,kenya,who2007_2,NA,Did the mother receive SP or fansidar for malaria prevention during the antenatal visits?
vepregfs,Categorical,8,mother_sp_fansidar,dk,kenya,who2007_2,NA,Did the mother receive SP or fansidar for malaria prevention during the antenatal visits?
vepregfs,Categorical,9,mother_sp_fansidar,na,kenya,who2007_2,NA,Did the mother receive SP or fansidar for malaria prevention during the antenatal visits?
mother,Categorical,1,mother_current_health,healthy,kenya,who2007_2,NA,How is the mother's health now?
mother,Categorical,2,mother_current_health,sick,kenya,who2007_2,NA,How is the mother's health now?
mother,Categorical,3,mother_current_health,died,kenya,who2007_2,NA,How is the mother's health now?
mother,Categorical,8,mother_current_health,dk,kenya,who2007_2,NA,How is the mother's health now?
dill,Non-categorical,Non-categorical variable,days_ill_before_death,NA,kenya,who2007_2,NA,Days the child was ill before his/her death
mill,Non-categorical,Non-categorical variable,months_ill_before_death,NA,kenya,who2007_2,NA,Number of months the child was ill before his/her death
brstfd,Categorical,1,suckle_feed,yes,kenya,who2007_2,NA,Was the baby able to suckle or bottle-feed within the first 24 hours after birth?
brstfd,Categorical,2,suckle_feed,no,kenya,who2007_2,NA,Was the baby able to suckle or bottle-feed within the first 24 hours after birth?
brstfd,Categorical,3,suckle_feed,na,kenya,who2007_2,NA,Was the baby able to suckle or bottle-feed within the first 24 hours after birth?
brstfd,Categorical,9,suckle_feed,dk,kenya,who2007_2,NA,Was the baby able to suckle or bottle-feed within the first 24 hours after birth?
brstfdstop,Categorical,1,stop_suckle,yes,kenya,who2007_2,NA,Did the baby stop suckling?
brstfdstop,Categorical,2,stop_suckle,no,kenya,who2007_2,NA,Did the baby stop suckling?
brstfdstop,Categorical,9,stop_suckle,dk,kenya,who2007_2,NA,Did the baby stop suckling?
fev,Categorical,1,fever,yes,kenya,who2007_2,NA,Did the child have a fever?
fev,Categorical,2,fever,no,kenya,who2007_2,NA,Did the child have a fever?
fev,Categorical,9,fever,dk,kenya,who2007_2,NA,Did the child have a fever?
dfe,Non-categorical,Non-categorical variable,days_fever,NA,kenya,who2007_2,NA,Days child had a fever
mfe,Non-categorical,Non-categorical variable,months_fever,NA,kenya,who2007_2,NA,Months the child had a fever
severefev,Categorical,1,fever_severe,yes,kenya,who2007_2,NA,Was the fever severe?
severefev,Categorical,2,fever_severe,no,kenya,who2007_2,NA,Was the fever severe?
severefev,Categorical,8,fever_severe,dk,kenya,who2007_2,NA,Was the fever severe?
tfe,Categorical,1,fever_continue,continuous,kenya,who2007_2,NA,Did the fever continue until death?
tfe,Categorical,2,fever_continue,on_off,kenya,who2007_2,NA,Did the fever continue until death?
tfe,Categorical,8,fever_continue,dk,kenya,who2007_2,NA,Did the fever continue until death?
chills,Categorical,1,chills,yes,kenya,who2007_2,NA,Did the child have chills or rigor?
chills,Categorical,2,chills,no,kenya,who2007_2,NA,Did the child have chills or rigor?
chills,Categorical,8,chills,dk,kenya,who2007_2,NA,Did the child have chills or rigor?
ntswet,Categorical,1,night_sweats,yes,kenya,who2007_2,NA,Did the child have night sweats?
ntswet,Categorical,2,night_sweats,no,kenya,who2007_2,NA,Did the child have night sweats?
ntswet,Categorical,9,night_sweats,dk,kenya,who2007_2,NA,Did the child have night sweats?
dntswet,Non-categorical,Non-categorical variable,days_night_sweats,NA,kenya,who2007_2,NA,Days the child had night sweats
mntswet,Non-categorical,Non-categorical variable,months_night_sweats,NA,kenya,who2007_2,NA,Months child had night sweats
cou,Categorical,1,cough,yes,kenya,who2007_2,NA,Did the child have a cough?
cou,Categorical,2,cough,no,kenya,who2007_2,NA,Did the child have a cough?
cou,Categorical,8,cough,dk,kenya,who2007_2,NA,Did the child have a cough?
dco,Non-categorical,Non-categorical variable,days_cough,NA,kenya,who2007_2,NA,Days child had a cough
mco,Non-categorical,Non-categorical variable,months_cough,NA,kenya,who2007_2,NA,Months the child had a cough
csevere,Categorical,1,cough_severe,yes,kenya,who2007_2,NA,Was the cough very severe?
csevere,Categorical,2,cough_severe,no,kenya,who2007_2,NA,Was the cough very severe?
csevere,Categorical,8,cough_severe,dk,kenya,who2007_2,NA,Was the cough very severe?
vomcough,Categorical,1,cough_vomit,yes,kenya,who2007_2,NA,Did the child vomit after s/he coughed?
vomcough,Categorical,2,cough_vomit,no,kenya,who2007_2,NA,Did the child vomit after s/he coughed?
vomcough,Categorical,8,cough_vomit,dk,kenya,who2007_2,NA,Did the child vomit after s/he coughed?
cotype,Categorical,dco,cough_type,dry,kenya,who2007_2,NA,"If the child had a cough, specify the type of cough."
cotype,Categorical,pco,cough_type,productive,kenya,who2007_2,NA,"If the child had a cough, specify the type of cough."
cotype,Categorical,blco,cough_type,with_blood,kenya,who2007_2,NA,"If the child had a cough, specify the type of cough."
cotype,Categorical,none,cough_type,none,kenya,who2007_2,NA,"If the child had a cough, specify the type of cough."
cotype,Categorical,dk,cough_type,dk,kenya,who2007_2,NA,"If the child had a cough, specify the type of cough."
vesfbth,Categorical,1,difficulty_breathing,yes,kenya,who2007_2,NA,Did the child have difficulty breathing?
vesfbth,Categorical,2,difficulty_breathing,no,kenya,who2007_2,NA,Did the child have difficulty breathing?
vesfbth,Categorical,8,difficulty_breathing,dk,kenya,who2007_2,NA,Did the child have difficulty breathing?
vesfbthd,Non-categorical,Non-categorical variable,days_difficulty_breathing,NA,kenya,who2007_2,NA,Days child had difficulty breathing
vesfbthm,Non-categorical,Non-categorical variable,months_difficulty_breathing,NA,kenya,who2007_2,NA,Months the child had difficulty breathing
vesdbth,Categorical,1,breathlessness,yes,kenya,who2007_2,NA,Did the child have breathlessness?
vesdbth,Categorical,2,breathlessness,no,kenya,who2007_2,NA,Did the child have breathlessness?
vesdbth,Categorical,9,breathlessness,dk,kenya,who2007_2,NA,Did the child have breathlessness?
vesdbthd,Non-categorical,Non-categorical variable,days_breathlessness,NA,kenya,who2007_2,NA,Days child had breathlessness
vesdbthm,Non-categorical,Non-categorical variable,months_breathlessness,NA,kenya,who2007_2,NA,Months the child had breathlessness
vesin,Categorical,1,chest_pull_in,yes,kenya,who2007_2,NA,"During the illness that led to death, did the child have indrawing of the chest?"
vesin,Categorical,2,chest_pull_in,no,kenya,who2007_2,NA,"During the illness that led to death, did the child have indrawing of the chest?"
vesin,Categorical,9,chest_pull_in,dk,kenya,who2007_2,NA,"During the illness that led to death, did the child have indrawing of the chest?"
vesind,Non-categorical,Non-categorical variable,days_chest_pull_in,NA,kenya,who2007_2,NA,Days the child had indrawing of chest
vesinm,Non-categorical,Non-categorical variable,months_chest_pull_in,NA,kenya,who2007_2,NA,Months the child had his/her chest pull in
grunt,Categorical,1,noisy_breathing,yes,kenya,who2007_2,NA,Did the child have noisy breathing (grunting or wheezing)?
grunt,Categorical,2,noisy_breathing,no,kenya,who2007_2,NA,Did the child have noisy breathing (grunting or wheezing)?
grunt,Categorical,9,noisy_breathing,dk,kenya,who2007_2,NA,Did the child have noisy breathing (grunting or wheezing)?
noseflar,Categorical,1,flaring_nostrils,yes,kenya,who2007_2,NA,Did the child have flaring of the nostrils?
noseflar,Categorical,2,flaring_nostrils,no,kenya,who2007_2,NA,Did the child have flaring of the nostrils?
noseflar,Categorical,8,flaring_nostrils,dk,kenya,who2007_2,NA,Did the child have flaring of the nostrils?
diar,Categorical,1,diarrhea,yes,kenya,who2007_2,NA,Did the child have more frequent loose or liquid stools than usual? / Did the child have diarrhea?
diar,Categorical,2,diarrhea,no,kenya,who2007_2,NA,Did the child have more frequent loose or liquid stools than usual? / Did the child have diarrhea?
diar,Categorical,9,diarrhea,dk,kenya,who2007_2,NA,Did the child have more frequent loose or liquid stools than usual? / Did the child have diarrhea?
ddia,Non-categorical,Non-categorical variable,days_diarrhea,NA,kenya,who2007_2,NA,Days child had diarrhea
mdia,Non-categorical,Non-categorical variable,months_diarrhea,NA,kenya,who2007_2,NA,Months the child had diarrhea
tdiar,Non-categorical,Non-categorical variable,times_passed_stool,NA,kenya,who2007_2,NA,"When the diarrhea was most severe, how many times did the child pass stool in a day?"
diarliq,Categorical,1,diarrhea_thick_liquid,yes,kenya,who2007_2,NA,What was the most common aspect of the stool? Thick liquid
diarliq,Categorical,2,diarrhea_thick_liquid,no,kenya,who2007_2,NA,What was the most common aspect of the stool? Thick liquid
diarliq,Categorical,9,diarrhea_thick_liquid,dk,kenya,who2007_2,NA,What was the most common aspect of the stool? Thick liquid
diaropq,Categorical,1,diarrhea_opaque_watery,yes,kenya,who2007_2,NA,What was the most common aspect of the stool? Opaque watery
diaropq,Categorical,2,diarrhea_opaque_watery,no,kenya,who2007_2,NA,What was the most common aspect of the stool? Opaque watery
diaropq,Categorical,9,diarrhea_opaque_watery,dk,kenya,who2007_2,NA,What was the most common aspect of the stool? Opaque watery
diarclear,Categorical,1,diarrhea_clear_watery,yes,kenya,who2007_2,NA,What was the most common aspect of the stool? Clear watery
diarclear,Categorical,2,diarrhea_clear_watery,no,kenya,who2007_2,NA,What was the most common aspect of the stool? Clear watery
diarclear,Categorical,9,diarrhea_clear_watery,dk,kenya,who2007_2,NA,What was the most common aspect of the stool? Clear watery
diarstick,Categorical,1,diarrhea_sticky,yes,kenya,who2007_2,NA,What was the most common aspect of the stool? Sticky/mucoid
diarstick,Categorical,2,diarrhea_sticky,no,kenya,who2007_2,NA,What was the most common aspect of the stool? Sticky/mucoid
diarstick,Categorical,9,diarrhea_sticky,dk,kenya,who2007_2,NA,What was the most common aspect of the stool? Sticky/mucoid
diarblood,Categorical,1,diarrhea_bloody,yes,kenya,who2007_2,NA,What was the most common aspect of the stool? Bloody
diarblood,Categorical,2,diarrhea_bloody,no,kenya,who2007_2,NA,What was the most common aspect of the stool? Bloody
diarblood,Categorical,9,diarrhea_bloody,dk,kenya,who2007_2,NA,What was the most common aspect of the stool? Bloody
diardk,Categorical,9,diarrhea_unknown,dk,kenya,who2007_2,NA,NA
diarfluid,Categorical,1,diarrhea_lack_fluid,yes,kenya,who2007_2,NA,Do you think the child was lacking fluids when she was having diarrhea?
diarfluid,Categorical,2,diarrhea_lack_fluid,no,kenya,who2007_2,NA,Do you think the child was lacking fluids when she was having diarrhea?
diarfluid,Categorical,9,diarrhea_lack_fluid,dk,kenya,who2007_2,NA,Do you think the child was lacking fluids when she was having diarrhea?
diarseyes,Categorical,1,diarrhea_sunken_eyes,yes,kenya,who2007_2,NA,Did the child have sunken eyes when she was ill with diarrhea?
diarseyes,Categorical,2,diarrhea_sunken_eyes,no,kenya,who2007_2,NA,Did the child have sunken eyes when she was ill with diarrhea?
